Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to2],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
1,Three,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Three04,Three07,1,0.92,Three07,"{'Three07': 0.9241730471071583, 'Three03': 0.8854701811026088, 'Seven01': 0.8358335245911318, 'Two04': 0.8050735663389916, 'Three05': 0.8012963715681964, 'One06': 0.7830103729063648, 'One10': 0.7830103729063332, 'Two05': 0.7681721636299711, 'Two03': 0.7677194868782788, 'Seven08': 0.7251147096580406, 'One02': 0.6865100156606858, 'Seven02': 0.6730774742468226, 'Five10': 0.6701474312377887, 'Five02': 0.6230402814189, 'Five07': 0.6100601933696516, 'Nine03': 0.5923780083351645, 'Six10': 0.5197596918724168, 'Six01': 0.42715731077136176, 'Nine05': 0.4094985137567172, 'Four09': 0.4052844115636237, 'Nine04': 0.4015558864943115, 'Four02': 0.4009245570953419, 'Six08': 0.3929353074146241, 'Four05': 0.3794620096154756, 'Zero07': 0.3438821540120599, 'Zero10': 0.31689186438873485, 'Eight01': 0.3087034039068861, 'Eight08': 0.3033262073281866, 'Zero09': 0.2978327353972371, 'Eight04': 0.29748950253384276}"
1,Four,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Four01,Four02,1,0.87,Four02,"{'Four02': 0.8658675212710881, 'Four09': 0.8491437564202539, 'Four05': 0.8080813083768121, 'Six01': 0.6329152528756838, 'Six08': 0.6160619270004393, 'Nine05': 0.6074262429851351, 'Nine04': 0.588991120213478, 'Six10': 0.5533817607460931, 'One06': 0.5433711258214894, 'One10': 0.5433711258214668, 'Nine03': 0.5167087697866406, 'Zero07': 0.5046445813863105, 'Five07': 0.4965265223312698, 'Zero09': 0.4935094815691333, 'Zero10': 0.49102283229320254, 'Three03': 0.49019818197396403, 'Five02': 0.48542710917906906, 'Three05': 0.47393209983036466, 'Five10': 0.45942006057827023, 'Three07': 0.4560670161067619, 'Eight08': 0.45008908518518487, 'One02': 0.4327970169056161, 'Eight01': 0.4312286971073671, 'Seven01': 0.4139897941952949, 'Eight04': 0.38703414679235504, 'Two04': 0.37936409100303803, 'Two05': 0.3654955031137139, 'Seven08': 0.3544777928270374, 'Two03': 0.3405458283239051, 'Seven02': 0.31957293118047014}"
1,Five,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Five05,Five10,1,0.9,Five10,"{'Five10': 0.8961229597382707, 'Five07': 0.8143082459571145, 'Five02': 0.7670784310194514, 'One10': 0.7660297433949428, 'One06': 0.7660297433949348, 'One02': 0.6986767871673032, 'Three07': 0.6912403403863643, 'Three03': 0.6879210339476396, 'Seven01': 0.6832618716372755, 'Three05': 0.6822444494837885, 'Two04': 0.6583424803052709, 'Two03': 0.6251163161522896, 'Six10': 0.6224524361855177, 'Two05': 0.6145175931651677, 'Six01': 0.5487382374364709, 'Seven08': 0.5409207862146377, 'Six08': 0.528825751122757, 'Nine04': 0.4830213426640375, 'Nine03': 0.4751588482882769, 'Nine05': 0.4714992645257484, 'Seven02': 0.45899298681985745, 'Four02': 0.4512570819429129, 'Four09': 0.40101648524222433, 'Four05': 0.3582611106287642, 'Eight01': 0.2989643809844572, 'Eight08': 0.285151814757413, 'Zero07': 0.24298216558499786, 'Eight04': 0.18931431325665782, 'Zero10': 0.1220333880715121, 'Zero09': 0.0691352341303556}"
1,Six,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Six05,Six08,1,0.93,Six08,"{'Six08': 0.9253636991707983, 'Six01': 0.768447677474808, 'Six10': 0.7354875134090338, 'Zero07': 0.7132083329218459, 'Four02': 0.7063010948647743, 'Four09': 0.6676249990405823, 'Four05': 0.6403825055189338, 'Zero10': 0.5905534019927252, 'Five10': 0.5569179243997382, 'Five07': 0.5368070428057731, 'Five02': 0.5133323744072685, 'One06': 0.49692955077117185, 'One10': 0.49692955077116185, 'Three05': 0.4888824761561046, 'Zero09': 0.48575899767922737, 'Three03': 0.4647413411383772, 'Eight08': 0.4633315445453323, 'Three07': 0.44741614223187753, 'One02': 0.4406095365032917, 'Eight01': 0.4277576630455663, 'Nine05': 0.41981847281945284, 'Nine04': 0.4107802593577464, 'Eight04': 0.3866407017441261, 'Two04': 0.37047392546981084, 'Seven01': 0.357652259527511, 'Two05': 0.35533977244533954, 'Two03': 0.34893349213396296, 'Seven08': 0.31999246955153315, 'Nine03': 0.3024070999199143, 'Seven02': 0.27875986716354084}"
1,Seven,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Seven06,Seven01,1,0.95,Seven01,"{'Seven01': 0.945925394233684, 'Seven08': 0.875609486590511, 'Two03': 0.8470027643104207, 'Two04': 0.8226245849246137, 'Two05': 0.8068112381416855, 'Seven02': 0.7968383279777687, 'One06': 0.7769453519054184, 'One10': 0.7769453519053857, 'Three07': 0.7517416295748842, 'Three03': 0.7386564632435637, 'One02': 0.6920165415557347, 'Three05': 0.6572851591697162, 'Five10': 0.6512289465748747, 'Five02': 0.6120095664514431, 'Nine03': 0.5934133685755565, 'Five07': 0.5852245908401902, 'Six10': 0.4111581556341001, 'Nine05': 0.4111234513853662, 'Nine04': 0.4055546799570765, 'Four09': 0.3647357869504201, 'Six08': 0.3498021306354171, 'Four02': 0.34971127219174114, 'Six01': 0.33163756552443446, 'Four05': 0.3315615366085086, 'Zero07': 0.3247696560445972, 'Zero10': 0.2705337334414022, 'Eight01': 0.25556015605545324, 'Zero09': 0.2551958183486003, 'Eight08': 0.24955346023293823, 'Eight04': 0.22406088306187855}"
1,Eight,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Eight03,Eight08,1,0.91,Eight08,"{'Eight08': 0.9134117898927467, 'Eight01': 0.8749751151488063, 'Eight04': 0.7783904109916929, 'Zero07': 0.5281666864996724, 'Four02': 0.4984689704742503, 'Zero10': 0.4966389651805725, 'Four05': 0.4896281413424788, 'Four09': 0.48922904567436887, 'Six01': 0.47873070768159587, 'Six10': 0.47720199203600533, 'Six08': 0.4769478034632846, 'Zero09': 0.46092671528187634, 'One02': 0.4412887070176631, 'One10': 0.39724003193369806, 'One06': 0.3972400319336924, 'Three07': 0.3328521996207413, 'Three03': 0.3301186590036993, 'Three05': 0.3248888554469789, 'Nine04': 0.28478284171395585, 'Nine05': 0.2840651984196084, 'Five10': 0.2780662071171227, 'Nine03': 0.2596530869868596, 'Seven01': 0.2574956822935156, 'Seven08': 0.2538494633956304, 'Five07': 0.24698107747264442, 'Two04': 0.24424667043729642, 'Seven02': 0.2433041025515239, 'Two03': 0.23408328619251317, 'Five02': 0.23397658898622353, 'Two05': 0.23222000239869411}"
1,Nine,1,3,30,"['Zero10', 'Zero07', 'Zero09', 'One02', 'One06', 'One10', 'Two03', 'Two04', 'Two05', 'Three05', 'Three07', 'Three03', 'Four02', 'Four05', 'Four09', 'Five07', 'Five10', 'Five02', 'Six10', 'Six08', 'Six01', 'Seven08', 'Seven01', 'Seven02', 'Eight01', 'Eight08', 'Eight04', 'Nine03', 'Nine05', 'Nine04']",Nine07,Nine05,1,0.86,Nine05,"{'Nine05': 0.8570032869694513, 'Nine04': 0.8217453691896853, 'Nine03': 0.7832717686374668, 'Five02': 0.6349984438551701, 'Four09': 0.5683323604020889, 'Four02': 0.5666841047434075, 'One10': 0.5304691326943648, 'One06': 0.5304691326943468, 'Four05': 0.5278923914618576, 'Seven02': 0.5221198046463752, 'Five07': 0.5188668960862333, 'Seven08': 0.499613320467737, 'Five10': 0.495751105327473, 'Three03': 0.46049693700560734, 'Seven01': 0.440025950914796, 'One02': 0.4287550221228972, 'Three07': 0.425593878600771, 'Six08': 0.3964221914722603, 'Three05': 0.39356421128634933, 'Two05': 0.390860285953031, 'Two04': 0.3907058765447289, 'Two03': 0.3828301498775275, 'Zero09': 0.3699028576811345, 'Zero10': 0.3569231574211327, 'Six01': 0.3558135020785913, 'Zero07': 0.33227378059304147, 'Six10': 0.32028877984422177, 'Eight01': 0.3167260310530371, 'Eight08': 0.2740469980533363, 'Eight04': 0.24930301617424977}"
1,Zero,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Zero04,Zero05,1,0.95,Zero05,"{'Zero05': 0.9515285245165948, 'Zero02': 0.930540789250587, 'Zero09': 0.9216284344113774, 'Zero01': 0.9124222973023297, 'Six05': 0.7153083136416432, 'Six02': 0.6302740154172259, 'Four03': 0.6301400987833807, 'Six07': 0.619971658742853, 'Four09': 0.6117284123322793, 'Four02': 0.5934202255017038, 'Eight09': 0.5868095184307722, 'Six01': 0.5757487163807908, 'Eight08': 0.5084284608146724, 'Eight01': 0.48970876875500835, 'Four01': 0.4858604168794082, 'Nine08': 0.4561976144488413, 'One07': 0.4537279655416371, 'Eight04': 0.44698337715236847, 'Three10': 0.42585172888148715, 'Two01': 0.4104133452864789, 'Three01': 0.3961785492160188, 'One09': 0.3782502676332965, 'One08': 0.37445133120690466, 'One06': 0.3744513312069022, 'Three04': 0.3717511092234107, 'Two02': 0.3701956056721465, 'Three09': 0.36526761412628106, 'Nine01': 0.365065626104347, 'Five04': 0.3620991516579186, 'Two08': 0.35484568026248264, 'Seven04': 0.35435997745857317, 'Seven05': 0.35204913071621124, 'Nine07': 0.3403663383085388, 'Seven01': 0.33763297533469105, 'Two09': 0.3359391370646223, 'Seven10': 0.33296161140708913, 'Five09': 0.3197424685460639, 'Five10': 0.2929024356683827, 'Nine03': 0.2902982999251936, 'Five08': 0.23308668847645697}"
1,One,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",One01,One08,1,0.83,One08,"{'One08': 0.8265749199559271, 'One06': 0.8265749199558695, 'Five10': 0.7728971747102586, 'Five09': 0.7522926803087941, 'Five04': 0.7201852116313772, 'Five08': 0.708774547331013, 'Two08': 0.6703189392314364, 'Two09': 0.656282638452472, 'Three09': 0.6298710364297315, 'Two02': 0.6292642996811824, 'Three04': 0.6184602116402016, 'Seven04': 0.6144121464465822, 'Three01': 0.602215856448695, 'Seven01': 0.5992681532086728, 'Three10': 0.5887707660510663, 'Two01': 0.5749552816587623, 'Seven05': 0.5731194985255698, 'One07': 0.5306436990557867, 'One09': 0.5040809912382767, 'Six07': 0.4888325367894433, 'Six01': 0.48557848175269835, 'Seven10': 0.4805122529416552, 'Six05': 0.4384216768761724, 'Six02': 0.4382206815720282, 'Nine08': 0.41089004988913813, 'Four01': 0.39920541589522474, 'Nine03': 0.3986178035954472, 'Nine07': 0.39321110357456646, 'Nine01': 0.3922179568066143, 'Four02': 0.3718841781517449, 'Four09': 0.33586552783140267, 'Four03': 0.3267591429080686, 'Eight09': 0.30205373275966396, 'Eight01': 0.26038024995576237, 'Eight08': 0.22977657397187456, 'Eight04': 0.1596585626239556, 'Zero02': 0.11797280942099664, 'Zero05': 0.0692188109735784, 'Zero01': 0.019874595743125112, 'Zero09': -0.023143342513933796}"
1,Two,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Two10,Two02,1,0.92,Two02,"{'Two02': 0.9238115404284283, 'Two09': 0.9103739185101313, 'Two01': 0.90357296049629, 'Two08': 0.8925994526932205, 'Seven05': 0.8358334269786534, 'Seven01': 0.8327169357561132, 'Seven04': 0.8293480199101324, 'Seven10': 0.7911570228539475, 'One09': 0.7604459484459543, 'Three04': 0.753486371226821, 'Three01': 0.7251432016006276, 'One06': 0.721686258702148, 'One08': 0.7216862587021118, 'Three09': 0.6690410748072295, 'Three10': 0.664878434288691, 'One07': 0.6259961072926619, 'Five10': 0.6141300482446155, 'Five08': 0.5974507418698345, 'Five09': 0.5915262983809859, 'Five04': 0.5345304094075328, 'Nine03': 0.5155790679669062, 'Nine01': 0.43261937143810136, 'Zero05': 0.3661531943394404, 'Six05': 0.3623827310726214, 'Nine07': 0.3605294324554592, 'Zero02': 0.3600791278552459, 'Nine08': 0.35533519831368376, 'Six07': 0.3519386966028468, 'Six01': 0.34205549503175015, 'Four01': 0.3263429446617986, 'Zero01': 0.32066944936127206, 'Four03': 0.31509823399234116, 'Four09': 0.3096751560924301, 'Four02': 0.3068018650024874, 'Eight09': 0.2942710754416228, 'Six02': 0.2923899973278843, 'Zero09': 0.2774011847268263, 'Eight01': 0.25090338509476073, 'Eight08': 0.23340569089736707, 'Eight04': 0.2127247377467979}"
1,Three,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Three08,Three01,1,0.86,Three01,"{'Three01': 0.8575111951225468, 'Three09': 0.8522563153728121, 'Three10': 0.8271358298782263, 'Three04': 0.8179119571878342, 'Seven04': 0.7318760301312286, 'One06': 0.723287138284862, 'One08': 0.723287138284836, 'Seven01': 0.7161415670144433, 'Seven05': 0.7104571424806508, 'Two08': 0.6937263348488047, 'Two09': 0.6795519564028036, 'One07': 0.6746429632190161, 'Two02': 0.6741976513406878, 'Two01': 0.6618818750350999, 'One09': 0.6587843982217736, 'Seven10': 0.6566350654015447, 'Five04': 0.6022396809285107, 'Five10': 0.5784844829074354, 'Five09': 0.531708845819675, 'Nine03': 0.48996343508251927, 'Six07': 0.4631828486284405, 'Six05': 0.45970876105053693, 'Five08': 0.4593157859320781, 'Six02': 0.4400159118835183, 'Eight09': 0.4310894451901257, 'Six01': 0.42845578432829734, 'Eight08': 0.425514844490667, 'Four01': 0.4150207754116897, 'Eight01': 0.414081965735809, 'Eight04': 0.4132682110292315, 'Nine01': 0.4094305877054708, 'Four02': 0.40037389860928985, 'Four03': 0.39853332281855547, 'Four09': 0.39604990359497916, 'Nine07': 0.3781143891306582, 'Zero02': 0.37526784778581423, 'Zero05': 0.3684791535751256, 'Nine08': 0.361797823618646, 'Zero01': 0.33588789725861157, 'Zero09': 0.282334794363967}"
1,Four,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Four04,Four01,1,0.91,Four01,"{'Four01': 0.9077134891751626, 'Four09': 0.8525910749901421, 'Four02': 0.8516378622956704, 'Four03': 0.8463549986043402, 'Six02': 0.6591648827510612, 'Nine07': 0.6140342816506825, 'Six07': 0.605326993897717, 'Six01': 0.5915367357799559, 'Nine08': 0.5715855837478829, 'Six05': 0.5555828336311657, 'Nine01': 0.5454046487033514, 'Zero09': 0.5279440731165721, 'Zero02': 0.5264704089697776, 'One06': 0.5048124184200709, 'One08': 0.5048124184200349, 'Zero05': 0.501842686045918, 'Zero01': 0.5010887073864734, 'Nine03': 0.5003188073508109, 'Five04': 0.47644378005026844, 'Five09': 0.4696352272305637, 'Eight09': 0.45252631909888164, 'Three09': 0.4393617460675433, 'Eight08': 0.43210845777808027, 'Five10': 0.42742670322104725, 'Five08': 0.42739966101834503, 'Eight01': 0.4176774403009037, 'Three10': 0.4104491313950285, 'Three01': 0.39788094344235325, 'Three04': 0.39395723635746105, 'One09': 0.38585339886767256, 'Seven04': 0.3797661818396799, 'Seven01': 0.3705994025086379, 'Eight04': 0.36935283304603683, 'Seven05': 0.36549053582892976, 'Two09': 0.3556081630073361, 'Two08': 0.34071073137209573, 'Seven10': 0.3339261524287416, 'Two02': 0.328301652412635, 'Two01': 0.310282359497003, 'One07': 0.26468547216347615}"
1,Five,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Five02,Five09,1,0.92,Five09,"{'Five09': 0.9221616132480094, 'Five08': 0.8968302213892195, 'Five10': 0.843015854802666, 'Five04': 0.8173017264027916, 'One08': 0.6824706417893145, 'One06': 0.6824706417892992, 'Nine08': 0.6715398549126802, 'Nine01': 0.6671839133453592, 'Three10': 0.6653734126708423, 'One09': 0.6643794317464529, 'Seven04': 0.6439719926316076, 'Three09': 0.6397717300467043, 'Nine07': 0.6349984438551702, 'Seven05': 0.633487063204319, 'Nine03': 0.6321723288200327, 'Seven01': 0.6245971510172561, 'Three04': 0.6230402814189, 'Three01': 0.6125613858737617, 'Seven10': 0.5854437186377028, 'Two09': 0.5825799052882618, 'Two02': 0.5764476679616136, 'Two01': 0.5682291565276478, 'Six01': 0.5550407067151788, 'One07': 0.5430104616003385, 'Six07': 0.5418041560837634, 'Two08': 0.5352983998380109, 'Six05': 0.5133323744072688, 'Six02': 0.5065409526724473, 'Four02': 0.5055979980416143, 'Four09': 0.5041313175599156, 'Four03': 0.4980785445604301, 'Four01': 0.4854271091790695, 'Zero02': 0.36632477484846737, 'Zero05': 0.3452261177224686, 'Eight09': 0.29726695716021234, 'Zero01': 0.2874985800408876, 'Zero09': 0.2504798124718657, 'Eight01': 0.23593469062793537, 'Eight08': 0.22917917566246315, 'Eight04': 0.15673805761197668}"
1,Six,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Six04,Six07,1,0.81,Six07,"{'Six07': 0.8148968213666297, 'Six01': 0.8059469612915136, 'Six05': 0.7493298453510902, 'Six02': 0.7381030174849958, 'Five04': 0.67770373190793, 'Five10': 0.6694377356369419, 'Five09': 0.6507558576863064, 'One08': 0.6273055756162336, 'One06': 0.6273055756162285, 'Five08': 0.5991354895931719, 'Three10': 0.5845750398694212, 'Three09': 0.5619293741831832, 'Four02': 0.5493676489511885, 'Two01': 0.5471148258589575, 'Three01': 0.546030723848277, 'Two08': 0.5439146574532776, 'Three04': 0.5333557945931007, 'Two02': 0.5288563753031202, 'One07': 0.5148396024533799, 'Two09': 0.5115042089785571, 'Seven04': 0.505852361579744, 'Eight09': 0.49449878591828167, 'Four01': 0.49172665900926493, 'Four03': 0.4908492147439366, 'One09': 0.4894937272289194, 'Four09': 0.4839938129431903, 'Seven01': 0.4806779854015283, 'Seven05': 0.47787308990613564, 'Nine08': 0.4371664864128153, 'Zero02': 0.4334924060635532, 'Eight01': 0.4141722124755759, 'Seven10': 0.4139776726470369, 'Eight08': 0.4054983679534373, 'Zero05': 0.3518944733939289, 'Nine01': 0.3265902909784877, 'Eight04': 0.31928194060346393, 'Nine03': 0.3060470622621271, 'Nine07': 0.299304074914296, 'Zero01': 0.2735231447820293, 'Zero09': 0.18048834224928634}"
1,Seven,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Seven08,Seven10,1,0.91,Seven10,"{'Seven10': 0.9072737205143704, 'Seven01': 0.8366781270991727, 'Seven05': 0.8357817114220871, 'Seven04': 0.8126580509450902, 'Two09': 0.7288286404108446, 'Three04': 0.7251147096580406, 'One06': 0.712933361527299, 'One08': 0.7129333615272271, 'Three01': 0.7021112944153283, 'One09': 0.700184108394161, 'Two02': 0.6978961053550585, 'Two08': 0.6835933131130757, 'Three09': 0.6730501861626762, 'Two01': 0.6645967885692291, 'Three10': 0.661942968945064, 'Nine03': 0.6193860303609706, 'One07': 0.6017099335025509, 'Five04': 0.5604529171102387, 'Five10': 0.5441837070710204, 'Five09': 0.5218715213730809, 'Nine01': 0.5120233180473656, 'Nine07': 0.49961332046773665, 'Five08': 0.4813466527019874, 'Nine08': 0.3946412505535728, 'Four01': 0.3544777928270376, 'Four09': 0.35016095939457237, 'Four03': 0.33696336887127265, 'Four02': 0.3227409164206292, 'Six05': 0.3199924695515335, 'Six07': 0.28770946959664023, 'Eight09': 0.279233152889095, 'Six02': 0.2640418692424832, 'Six01': 0.2590754405046236, 'Zero02': 0.2536697071615205, 'Zero05': 0.2527209594152875, 'Eight08': 0.23556015678562925, 'Eight01': 0.23481012608838558, 'Zero01': 0.2070814921654437, 'Eight04': 0.19877987958429422, 'Zero09': 0.1950010059622631}"
1,Eight,1,4,40,"['Zero05', 'Zero02', 'Zero01', 'Zero09', 'One07', 'One06', 'One08', 'One09', 'Two09', 'Two08', 'Two02', 'Two01', 'Three09', 'Three10', 'Three04', 'Three01', 'Four02', 'Four01', 'Four09', 'Four03', 'Five10', 'Five08', 'Five09', 'Five04', 'Six01', 'Six07', 'Six05', 'Six02', 'Seven01', 'Seven04', 'Seven10', 'Seven05', 'Eight01', 'Eight08', 'Eight09', 'Eight04', 'Nine03', 'Nine07', 'Nine08', 'Nine01']",Eight02,Eight08,1,0.86,Eight08,"{'Eight08': 0.8587511641198579, 'Eight09': 0.7947100745070169, 'Eight04': 0.7774873109421496, 'Eight01': 0.775724677373501, 'Zero02': 0.5609519030418766, 'Zero01': 0.5581630646439875, 'Zero05': 0.5386685043216619, 'Zero09': 0.5349100017990243, 'Six02': 0.4970696285884595, 'Six05': 0.49240832452732686, 'One07': 0.4855827033123432, 'Six07': 0.48445595855328505, 'Four02': 0.47676276910230764, 'Four03': 0.46981146313603717, 'Four09': 0.4603370401186442, 'Four01': 0.4382274012954832, 'Six01': 0.4380135336925788, 'Three10': 0.40575564242063833, 'Nine08': 0.3910281229635184, 'Three01': 0.3850250391293305, 'One08': 0.3814231504067246, 'One06': 0.3814231504066907, 'Three09': 0.36067485760919005, 'Three04': 0.35217393043650613, 'Five04': 0.32767560579319865, 'Seven10': 0.3230587465934798, 'Seven05': 0.31609489811625113, 'Seven04': 0.3151402954008653, 'Seven01': 0.3084119198879991, 'One09': 0.30834049487627624, 'Nine07': 0.29754435986396777, 'Two01': 0.29517375570259874, 'Two08': 0.28992393196345057, 'Two02': 0.28756780802686666, 'Nine01': 0.28752314649304156, 'Two09': 0.2680128049811533, 'Five10': 0.25226941522980084, 'Nine03': 0.24325659968850655, 'Five09': 0.21700100664040167, 'Five08': 0.18169930138597157}"
